fit_type,fit_order,template_model,catalogs,fitting_quantities,quantity_to_fit,chi_sq,reduced_chi_sq,log_evidence,c2A_22_from_22_220_median_p0,c2A_22_from_22_220_median_p1,c2A_22_from_22_220_median_p2,c2A_22_from_22_220_median_p3,c2A_22_from_22_220_median_p4,c2A_22_from_22_220_median_p5,c2A_22_from_22_220_median_p6,c2A_22_from_22_220_median_p7,c2A_22_from_22_220_median_p8,c2A_22_from_22_220_median_p9,c2A_22_from_22_220_median_p10,c2A_22_from_22_220_median_p11,c2A_22_from_22_220_median_p12,c2A_22_from_22_220_median_p13,c2A_22_from_22_220_median_p14,c2A_22_from_22_220_median_p15,c2A_22_from_22_220_median_p16,c2A_22_from_22_220_median_p17,c2A_22_from_22_220_median_p18,c2A_22_from_22_220_median_p19,c3A_22_from_22_220_median_p0,c3A_22_from_22_220_median_p1,c3A_22_from_22_220_median_p2,c3A_22_from_22_220_median_p3,c3A_22_from_22_220_median_p4,c3A_22_from_22_220_median_p5,c3A_22_from_22_220_median_p6,c3A_22_from_22_220_median_p7,c3A_22_from_22_220_median_p8,c3A_22_from_22_220_median_p9,c3A_22_from_22_220_median_p10,c3A_22_from_22_220_median_p11,c3A_22_from_22_220_median_p12,c3A_22_from_22_220_median_p13,c3A_22_from_22_220_median_p14,c3A_22_from_22_220_median_p15,c3A_22_from_22_220_median_p16,c3A_22_from_22_220_median_p17,c3A_22_from_22_220_median_p18,c3A_22_from_22_220_median_p19,c2p_22_from_22_220_median_p0,c2p_22_from_22_220_median_p1,c2p_22_from_22_220_median_p2,c2p_22_from_22_220_median_p3,c2p_22_from_22_220_median_p4,c2p_22_from_22_220_median_p5,c2p_22_from_22_220_median_p6,c2p_22_from_22_220_median_p7,c2p_22_from_22_220_median_p8,c2p_22_from_22_220_median_p9,c2p_22_from_22_220_median_p10,c2p_22_from_22_220_median_p11,c2p_22_from_22_220_median_p12,c2p_22_from_22_220_median_p13,c2p_22_from_22_220_median_p14,c2p_22_from_22_220_median_p15,c2p_22_from_22_220_median_p16,c2p_22_from_22_220_median_p17,c2p_22_from_22_220_median_p18,c2p_22_from_22_220_median_p19,c3p_22_from_22_220_median_p0,c3p_22_from_22_220_median_p1,c3p_22_from_22_220_median_p2,c3p_22_from_22_220_median_p3,c3p_22_from_22_220_median_p4,c3p_22_from_22_220_median_p5,c3p_22_from_22_220_median_p6,c3p_22_from_22_220_median_p7,c3p_22_from_22_220_median_p8,c3p_22_from_22_220_median_p9,c3p_22_from_22_220_median_p10,c3p_22_from_22_220_median_p11,c3p_22_from_22_220_median_p12,c3p_22_from_22_220_median_p13,c3p_22_from_22_220_median_p14,c3p_22_from_22_220_median_p15,c3p_22_from_22_220_median_p16,c3p_22_from_22_220_median_p17,c3p_22_from_22_220_median_p18,c3p_22_from_22_220_median_p19,c4p_22_from_22_220_median_p0,c4p_22_from_22_220_median_p1,c4p_22_from_22_220_median_p2,c4p_22_from_22_220_median_p3,c4p_22_from_22_220_median_p4,c4p_22_from_22_220_median_p5,c4p_22_from_22_220_median_p6,c4p_22_from_22_220_median_p7,c4p_22_from_22_220_median_p8,c4p_22_from_22_220_median_p9,c4p_22_from_22_220_median_p10,c4p_22_from_22_220_median_p11,c4p_22_from_22_220_median_p12,c4p_22_from_22_220_median_p13,c4p_22_from_22_220_median_p14,c4p_22_from_22_220_median_p15,c4p_22_from_22_220_median_p16,c4p_22_from_22_220_median_p17,c4p_22_from_22_220_median_p18,c4p_22_from_22_220_median_p19
non-spinning,1,polynomial,RIT,nu,c2A_22_from_22_220_median,6758.980126082671,34.484592480013625,-3406.8945703813374,0.2129128516866262,-0.0136315820634525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu,c2A_22_from_22_220_median,6600.687231592752,33.849678110732064,-3341.407378646155,0.2171086099163059,-0.0085801417683144,-0.010697046912814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu,c2A_22_from_22_220_median,6587.554082895269,33.95646434482097,-3346.50516210841,0.2164249038690802,-0.0023675293029767,-0.0093121794202514,-0.0072773944504151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,ecc,c2A_22_from_22_220_median,7524.848195973362,38.39208263251715,-3790.527197655176,0.2049285095161637,0.0037287354532947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,ecc,c2A_22_from_22_220_median,7524.409662943663,38.58671622022391,-3802.256882617172,0.2050723371583444,0.0032964054634615,-0.0008854455802578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,ecc,c2A_22_from_22_220_median,4989.110193341954,25.717062852278115,-2546.6844522181423,0.1974188002358029,-0.0216840303424613,0.0826230274127955,0.1219946214591771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-ecc,c2A_22_from_22_220_median,6736.718216280972,34.547272904004984,-3409.2919484755894,0.2133449111641941,-0.0134791460187109,0.0026291602078802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-ecc,c2A_22_from_22_220_median,6473.263551717972,33.71491433186444,-3315.630880694927,0.2214068803755411,-0.0049291496268572,0.0101097037972228,-0.0175951356283858,-0.0094597304379672,-0.0047018389122038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-ecc,c2A_22_from_22_220_median,4170.361611864996,22.182774531196788,-2210.502444261385,0.2064788556699093,-0.0215280430644772,-0.0197433254798936,0.0044484470143421,0.0322485462382905,0.0953286369023024,0.0045715935946742,-0.0402612594287379,-0.0209943501857962,0.1206442886528532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,b_massless_EOB,c2A_22_from_22_220_median,7471.440004681239,38.11959186061856,-3761.8646001508496,0.2162559144332776,-0.017277879960171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,b_massless_EOB,c2A_22_from_22_220_median,4899.232215655718,25.124267772593427,-2488.541441787176,0.2268904553867683,-0.1129390743323117,0.1102521636518719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,b_massless_EOB,c2A_22_from_22_220_median,4875.76045076324,25.132785828676496,-2487.3565979663726,0.2096871387770301,-0.0851346849656776,0.1321730422277845,-0.0359994112603108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-b_massless_EOB,c2A_22_from_22_220_median,6142.451859244976,31.49975312433321,-3110.275454809756,0.2502468905462907,-0.0193818843051631,-0.0482153332438137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-b_massless_EOB,c2A_22_from_22_220_median,4366.371166739972,22.74151649343736,-2259.664347928657,0.2484889440366183,-0.0147070040616119,-0.1193926196593012,-0.0119897298856824,0.0156397166264181,0.0987389023202376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-b_massless_EOB,c2A_22_from_22_220_median,4270.756995424455,22.716792528853485,-2256.8857532812463,0.2539669922360091,-0.0298960660815741,-0.1077017022301893,0.0069444639918981,-0.0055656875547964,0.0719821913845466,-0.0053237051859642,-0.0117488151267573,0.0468968276466236,0.0036198763408064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Heff_til,c2A_22_from_22_220_median,7217.127716422352,36.82208018582833,-3635.532413255288,0.2092024979109891,0.0123546450853924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Heff_til,c2A_22_from_22_220_median,7216.742159645377,37.00893415202757,-3647.9040138896416,0.2090129377197287,0.0127422856285476,0.001072511860394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Heff_til,c2A_22_from_22_220_median,4775.071722371781,24.613771764803,-2439.320885129196,0.2024460674145339,-0.0379288543373885,0.0417592501592518,0.1409938284371843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til,c2A_22_from_22_220_median,6660.674774647567,34.15730653665419,-3372.019995527064,0.2146689847328878,-0.0119643701015277,0.0070001507835288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til,c2A_22_from_22_220_median,6445.131897765687,33.56839530086295,-3301.6894932221835,0.2189475047069765,-0.0073254781999506,0.0134721891547305,-0.0126463947167382,-0.0046067006660757,0.0084352231690341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til,c2A_22_from_22_220_median,4323.995552005088,22.999976340452594,-2286.9071779278406,0.2161448789161508,-0.0029586076243509,-0.0339138078989486,-0.0117254476630472,-0.0164562399406291,0.0077632143615169,-0.0085801612734087,0.0040153712161904,0.0452846692024831,0.1494133676243617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Jmrg_til,c2A_22_from_22_220_median,7556.936039390212,38.55579611933781,-3804.8270155417017,0.2068578352217746,-0.0047728425986012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Jmrg_til,c2A_22_from_22_220_median,5421.903355909987,27.80463259441019,-2749.759312712913,0.2256306915021564,-0.1020068001997172,0.1026770393404593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Jmrg_til,c2A_22_from_22_220_median,5133.939747016213,26.46360694338254,-2617.486117057447,0.1953570207246966,-0.0341805257100334,0.1444813223243508,-0.0978880482386651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til,c2A_22_from_22_220_median,6457.841497113239,33.11713588263199,-3268.4335466585803,0.2303588207771906,-0.0176803903307961,-0.0266377310042475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til,c2A_22_from_22_220_median,4679.656041445481,24.37320854919521,-2417.8884854613707,0.2496677241292801,-0.0204604412414435,-0.1147603497645345,-0.0097162747899559,0.0210447553341181,0.0922796707054675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til,c2A_22_from_22_220_median,4460.457562465283,23.7258380982196,-2352.4641311768946,0.2056377529586298,-0.0032556184242841,-0.0244688070386439,0.0007308573901122,-0.0001794745769584,0.132873094100752,-0.0078819864308084,-0.0130896722948585,0.0031853272632922,-0.1026506858576246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-b_massless_EOB,c2A_22_from_22_220_median,5742.182594458004,29.59887935287631,-2923.8526584443525,0.2656338557029594,-0.0176281793998278,0.0149379315215079,-0.0631068531209105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-b_massless_EOB,c2A_22_from_22_220_median,3703.191804085384,19.697828745135023,-1975.5737938633224,0.2061478140962973,0.0045872639573574,0.0949904927485841,-0.0052781112441202,-0.0186968703355738,-0.0257963889008612,-0.008840143695675,-0.0189447312495414,-0.1388596224960075,0.0310036457771659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-b_massless_EOB,c2A_22_from_22_220_median,3070.088182183424,17.247686416760807,-1759.9187761190146,-0.6042335818452162,0.0286253346555564,0.0937977405828041,1.743249873768155,0.010242645784703,-0.032112506321183,-0.0416202653685786,0.6666709209967016,-0.7818352059682518,-0.7694142181937809,-0.01590377725159,0.013545814609477,-0.0194188195639271,0.0281745042749282,0.0265308815444966,0.0190944485366076,0.2679474048251403,-0.8745728615664976,0.7189075007916391,-0.1584944064696176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2A_22_from_22_220_median,5813.598246894782,29.96700127265352,-2957.8549625705946,0.2733661732264734,-0.0191097016151327,0.0830962177140454,-0.1480374885634137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2A_22_from_22_220_median,3712.391900296108,19.74676542710696,-1970.919782362903,0.265246288204134,-0.0165162921484124,0.4266949797753535,-0.5514007570767999,-0.0173482906551406,-0.1391834916507696,0.1448729562728797,-0.7194560434377715,0.6444899298537473,0.1435306164063186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2A_22_from_22_220_median,3168.531384407624,15.608528987229676,-1739.2215369339335,-0.1829824348325435,0.05670769635742451,7.502621499370688,-7.1755004192951635,0.0002775789744784687,-0.31160746037607145,0.3568176027902597,43.349726955361085,-101.56793555419569,58.77869257352154,-0.01642709324814995,-0.045703043268758195,0.023469246268834607,-1.2494519524151149,2.875859033413028,-1.7176415608955546,62.99828706377131,-225.8649724375304,270.3382698078949,-107.95103338060335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-Jmrg_til,c2A_22_from_22_220_median,5693.297247066832,29.34689302611769,-2899.0710437372763,0.2598266910601825,-0.0167496034695694,0.0251016847350786,-0.0619727586438462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-Jmrg_til,c2A_22_from_22_220_median,3701.226724699881,19.68737619521213,-1973.402455746913,0.2040522614801447,0.0030216220345485,0.0819166051097209,0.0059872982189321,-0.0185527465220617,-0.0226116191732676,-0.0086315055218692,0.0046051031189453,-0.146547214132701,0.0260109496577773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-Jmrg_til,c2A_22_from_22_220_median,3076.019826554926,17.28101026154453,-1763.0015358019589,-0.4772768068419644,-0.0002371819970582,-0.2384286688106468,1.6506514359577362,0.0082893237851711,-0.0062469745460602,0.0001740590178893,0.6995192772391029,-0.4089200930145658,-0.853431502452522,-0.0154323960052516,0.0154948809961025,-0.0191641229699638,0.0444750386071287,-0.0137824357944891,0.0083055075037879,0.4416078565571692,-1.158464702211552,0.82106067143868,-0.1380768654704749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu,c3A_22_from_22_220_median,20719.05666025657,105.70947275641107,-10381.764031220962,,,,,,,,,,,,,,,,,,,,,-2.5656585275563,0.205199704788218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu,c3A_22_from_22_220_median,20705.063114286622,106.1798108424955,-10385.27202787795,,,,,,,,,,,,,,,,,,,,,-2.5464176945947283,0.2279682320707229,-0.0507266780614248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
