fit_type,fit_order,template_model,catalogs,fitting_quantities,quantity_to_fit,chi_sq,reduced_chi_sq,log_evidence,c2A_22_from_22_220_median_p0,c2A_22_from_22_220_median_p1,c2A_22_from_22_220_median_p2,c2A_22_from_22_220_median_p3,c2A_22_from_22_220_median_p4,c2A_22_from_22_220_median_p5,c2A_22_from_22_220_median_p6,c2A_22_from_22_220_median_p7,c2A_22_from_22_220_median_p8,c2A_22_from_22_220_median_p9,c2A_22_from_22_220_median_p10,c2A_22_from_22_220_median_p11,c2A_22_from_22_220_median_p12,c2A_22_from_22_220_median_p13,c2A_22_from_22_220_median_p14,c2A_22_from_22_220_median_p15,c2A_22_from_22_220_median_p16,c2A_22_from_22_220_median_p17,c2A_22_from_22_220_median_p18,c2A_22_from_22_220_median_p19,c3A_22_from_22_220_median_p0,c3A_22_from_22_220_median_p1,c3A_22_from_22_220_median_p2,c3A_22_from_22_220_median_p3,c3A_22_from_22_220_median_p4,c3A_22_from_22_220_median_p5,c3A_22_from_22_220_median_p6,c3A_22_from_22_220_median_p7,c3A_22_from_22_220_median_p8,c3A_22_from_22_220_median_p9,c3A_22_from_22_220_median_p10,c3A_22_from_22_220_median_p11,c3A_22_from_22_220_median_p12,c3A_22_from_22_220_median_p13,c3A_22_from_22_220_median_p14,c3A_22_from_22_220_median_p15,c3A_22_from_22_220_median_p16,c3A_22_from_22_220_median_p17,c3A_22_from_22_220_median_p18,c3A_22_from_22_220_median_p19,c2p_22_from_22_220_median_p0,c2p_22_from_22_220_median_p1,c2p_22_from_22_220_median_p2,c2p_22_from_22_220_median_p3,c2p_22_from_22_220_median_p4,c2p_22_from_22_220_median_p5,c2p_22_from_22_220_median_p6,c2p_22_from_22_220_median_p7,c2p_22_from_22_220_median_p8,c2p_22_from_22_220_median_p9,c2p_22_from_22_220_median_p10,c2p_22_from_22_220_median_p11,c2p_22_from_22_220_median_p12,c2p_22_from_22_220_median_p13,c2p_22_from_22_220_median_p14,c2p_22_from_22_220_median_p15,c2p_22_from_22_220_median_p16,c2p_22_from_22_220_median_p17,c2p_22_from_22_220_median_p18,c2p_22_from_22_220_median_p19,c3p_22_from_22_220_median_p0,c3p_22_from_22_220_median_p1,c3p_22_from_22_220_median_p2,c3p_22_from_22_220_median_p3,c3p_22_from_22_220_median_p4,c3p_22_from_22_220_median_p5,c3p_22_from_22_220_median_p6,c3p_22_from_22_220_median_p7,c3p_22_from_22_220_median_p8,c3p_22_from_22_220_median_p9,c3p_22_from_22_220_median_p10,c3p_22_from_22_220_median_p11,c3p_22_from_22_220_median_p12,c3p_22_from_22_220_median_p13,c3p_22_from_22_220_median_p14,c3p_22_from_22_220_median_p15,c3p_22_from_22_220_median_p16,c3p_22_from_22_220_median_p17,c3p_22_from_22_220_median_p18,c3p_22_from_22_220_median_p19,c4p_22_from_22_220_median_p0,c4p_22_from_22_220_median_p1,c4p_22_from_22_220_median_p2,c4p_22_from_22_220_median_p3,c4p_22_from_22_220_median_p4,c4p_22_from_22_220_median_p5,c4p_22_from_22_220_median_p6,c4p_22_from_22_220_median_p7,c4p_22_from_22_220_median_p8,c4p_22_from_22_220_median_p9,c4p_22_from_22_220_median_p10,c4p_22_from_22_220_median_p11,c4p_22_from_22_220_median_p12,c4p_22_from_22_220_median_p13,c4p_22_from_22_220_median_p14,c4p_22_from_22_220_median_p15,c4p_22_from_22_220_median_p16,c4p_22_from_22_220_median_p17,c4p_22_from_22_220_median_p18,c4p_22_from_22_220_median_p19
non-spinning,3,polynomial,RIT,nu-b_massless_EOB,c2p_22_from_22_220_median,2139.845556184136,11.382157213745405,-1198.6399453298368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1840724429705175,-0.0081761416887328,-0.025993288527161,-0.0069816024243902,-0.0040479584020752,-0.023497291813989,0.0045395771959561,0.0040098866346445,-0.0005543051497645,0.0211755420634279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Heff_til,c2p_22_from_22_220_median,2952.0816211210304,15.06164092408689,-1504.547175981858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1528164149892471,-0.003977736437548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Heff_til,c2p_22_from_22_220_median,2857.56911017228,14.654200564986049,-1470.89453111512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1508194125191207,-0.0020025893849363,0.0071050683213362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Heff_til,c2p_22_from_22_220_median,2455.0007450724765,12.654643015837507,-1282.7296495737958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150014207562028,-0.0136130439521549,0.0094402244811547,0.0228566990369967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til,c2p_22_from_22_220_median,2206.715919841299,11.316491896622049,-1145.995023123659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1583526562695577,-0.0091370296758505,-0.006743557500515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til,c2p_22_from_22_220_median,2049.841103752249,10.67625574870963,-1108.0730715001885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1564330361462531,-0.0079972625356009,-0.0050169206653518,-0.0019335158815729,0.0013118568230989,0.0093861682865912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til,c2p_22_from_22_220_median,1808.1783987122344,9.61797020591614,-1036.2567724765163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1582670754322918,-0.013835697781455,-0.01368506551324,-0.0034368233032878,-0.0025958085306841,0.0024714546554932,0.0048980090182267,0.003319273055615,0.0111822967577714,0.019880227188612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Jmrg_til,c2p_22_from_22_220_median,2880.639131047189,14.69713842371015,-1469.264658559811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1593485711438566,-0.0096183784194035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Jmrg_til,c2p_22_from_22_220_median,2868.7264724158167,14.7114178072606,-1475.5211980732304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1596562748571055,-0.0086489618343871,-0.0027518050964705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Jmrg_til,c2p_22_from_22_220_median,2737.6998479955228,14.11185488657486,-1421.6010945707485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1680858034656251,-0.030377115853954,-0.0107643179385905,0.0284559134028065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til,c2p_22_from_22_220_median,2215.355470412192,11.360797284165088,-1149.2308786725594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1673386279316276,-0.0083787740443116,-0.013129419553484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til,c2p_22_from_22_220_median,1996.8351289251343,10.400182963151742,-1079.8016472437118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1694451954981642,-0.0068721397904196,-0.0078608370179625,-0.0016487336527454,-0.0039341316141169,-0.0112359641866191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til,c2p_22_from_22_220_median,1905.162284148098,10.133841936957968,-1082.665166180755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1804989153861155,-0.0122974761887365,-0.0298616579797437,-0.0067593699010556,-0.0038268601385301,-0.0199599232732479,0.0053788283880166,0.0058348853060216,0.003823816054133,0.0235822590243368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-b_massless_EOB,c2p_22_from_22_220_median,1948.8337581741453,10.045534835949203,-1030.3507447304155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1658259972456762,-0.0100428411240814,-0.0071779186790455,-0.0110152122628128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-b_massless_EOB,c2p_22_from_22_220_median,1820.1522302559777,9.681660799233924,-1040.395765632754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1464563761185477,-0.0038025604396797,0.0185899345993533,0.0248277635876644,-0.0024863152687918,-0.0042740422739747,-0.0056503408772145,0.0039059491574546,-0.036380454654114,-0.0128976272273124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-b_massless_EOB,c2p_22_from_22_220_median,1473.3724178716016,8.277373134110121,-967.3218905034514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0992274874400841,-0.0153793984571265,-0.063256857518701,0.0848298913560179,-0.010669116298205,-0.0126021006926368,-0.0053259103308755,0.1039530246665291,0.0499446766972163,-0.0186901788636546,0.004482375415393,0.0116626247583767,0.0119805057726948,0.0283907020651063,0.0178889233574782,0.011775134495397,0.0646548725865854,-0.1357787993313989,-0.0140550398817538,0.0046484696462143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2p_22_from_22_220_median,1935.9281003955944,9.979010826781414,-1022.6239604701756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1606516166223474,-0.0093812579880898,-0.045041963426182,0.0360907784207865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2p_22_from_22_220_median,1813.980754449934,9.648833800265606,-1028.3731340768345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1623128699722964,-0.0073780620951355,0.1259895084067024,-0.1344385447956642,-0.0023065458103088,-0.0317797812024537,0.0282323121040003,0.0721967172597629,-0.3665707330714399,0.2911787194409468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2p_22_from_22_220_median,7719.515232310412,38.027168632071,-941.0068113879602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0960273258030078,0.0540401953524641,-0.2765921241294386,0.2372522736211689,-0.0292034506665628,-0.5419791134178772,0.5442869025152777,1.906743785021886,-2.5534027396538006,0.7365085084921797,0.0199030512661757,0.0449363510468834,-0.0384699939315957,-2.386055634291694,5.0122484805172265,-2.705666669697268,0.5270845770258291,-1.7737340516685038,1.0206578527961747,0.2622632576974563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-Jmrg_til,c2p_22_from_22_220_median,1945.582586475828,10.028776218947568,-1028.5452681970216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1646770876981306,-0.0098793223910011,-0.0054880619940101,-0.0106345583584516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-Jmrg_til,c2p_22_from_22_220_median,1812.730769654776,9.642184944972213,-1038.391227759479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1481983561826028,-0.0046640185615091,0.0124381801527723,0.0230687152244137,-0.002438254027814,-0.0030818385340775,-0.0053171650404345,0.0097535724421047,-0.0328578345854633,-0.0129373146315129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-Jmrg_til,c2p_22_from_22_220_median,1449.9404213705327,8.145732704328836,-965.6562467681936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108506808552106,-0.0175843358253246,-0.0736442125972536,0.0756306594052144,-0.0093596300174078,-0.0102700926007346,-0.0011813951054319,0.083852526562628,0.0583058924333112,-0.0101530267973498,0.0043395129295019,0.0097088446541364,0.0114394534444959,0.0280679736503157,0.0125379707638685,0.0105249806291524,0.0867531083703114,-0.1299983326349852,-0.0219208713758622,0.0015920011039479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu,c3p_22_from_22_220_median,6675.504989994698,34.05869892854438,-3357.066522771557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.727079923132311,0.3328537963144091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu,c3p_22_from_22_220_median,6581.203709950312,33.749762615129804,-3319.462961196045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9231314178719763,0.4993824913046355,-0.4421065048093193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu,c3p_22_from_22_220_median,6505.015443546737,33.53100744096256,-3289.82374416343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0274290469540053,-0.1919213894263462,-0.6151047016082503,0.8307545803861881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,ecc,c3p_22_from_22_220_median,5014.6291715370735,25.584842711923844,-2527.4708725518685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79175831586579,-0.9974233685690088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,ecc,c3p_22_from_22_220_median,4515.736200636215,23.157621541724176,-2286.7767404180413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.138003995051008,-1.2124241117971983,-0.9877069945359078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,ecc,c3p_22_from_22_220_median,4310.3331862569885,22.21821230029376,-2192.549110455048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.152657083431873,-1.9243708723485928,-0.9149053885494756,1.080950362907631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-ecc,c3p_22_from_22_220_median,4983.25568353024,25.55515735143713,-2521.2694609742907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705087966439494,0.1447025735938549,-0.9744170805521754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-ecc,c3p_22_from_22_220_median,4471.827143141783,23.29076637053012,-2292.84594970235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.194809078906597,0.2122478047999288,-1.1459207133760247,-0.2663963029935555,-0.0543015985811931,-1.0048587574250438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-ecc,c3p_22_from_22_220_median,4197.837701742933,22.328923945441133,-2187.76776895715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.165457282980114,-0.110787479303439,-1.9001480885190425,-0.4024901505536229,-0.2927743890514002,-0.7140312583117286,0.5853797448063405,0.358857971647347,-0.3242873914692341,1.0053166447047857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,b_massless_EOB,c3p_22_from_22_220_median,6321.591674442769,32.253018747156986,-3180.197486383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4816374720909624,0.8303354471118897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,b_massless_EOB,c3p_22_from_22_220_median,6141.701453655807,31.4959048905426,-3098.127857943002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.060846855134735,0.682207912416776,-1.12375071836868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,b_massless_EOB,c3p_22_from_22_220_median,6114.9413839106255,31.52031641191044,-3093.259209565739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8497120590752845,1.2815287033530107,-0.984350167247102,-0.8032205148016026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-b_massless_EOB,c3p_22_from_22_220_median,6132.283965104944,31.44761007746125,-3094.02696439223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.251671809401921,0.3531597727658207,0.848153846213729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-b_massless_EOB,c3p_22_from_22_220_median,5949.2010970144565,30.985422380283627,-3030.2517276038843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8470802600963525,0.2622149146833399,0.6334431235058393,-0.4097449537010218,0.3184132817114673,-0.55005770206795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-b_massless_EOB,c3p_22_from_22_220_median,5875.302459977296,31.25160882966647,-3024.733822364792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7742989274331338,0.1009415058322359,0.7229970734386958,-0.5913371679870572,0.2871745917371603,-0.2900958119953377,0.7112210216837233,-0.1461987530313419,-0.7095115485919796,-0.0851323632911478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Heff_til,c3p_22_from_22_220_median,3542.942875580769,18.076239161126374,-1791.0180445952951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6513684222681624,-1.285326854852752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Heff_til,c3p_22_from_22_220_median,3540.59063326761,18.156875042398,-1799.2497995756612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6086631117803853,-1.2855215196048684,0.0940958245908853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Heff_til,c3p_22_from_22_220_median,3321.4306644841145,17.120776621052137,-1697.5784993955906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7201926795147364,-2.170674475927982,-0.268230393354691,1.512961734679271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til,c3p_22_from_22_220_median,3483.9849497920386,17.866589486113018,-1771.2557131976578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.768504508097096,-0.2092547998688893,-1.347882521546254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til,c3p_22_from_22_220_median,3449.6112192285946,17.96672510014893,-1781.3496615556085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8302317342118304,-0.091922997833774,-1.3056558067257265,-0.2789957814656508,-0.0555401524095353,0.1230605009461408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til,c3p_22_from_22_220_median,3207.7958270569743,17.062743760941352,-1692.4536845158984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1930637407682654,-0.6485120941273333,-2.015678875744608,-0.4239828694527459,-0.5690007611398958,-1.0623511380146802,0.4923684140084713,0.1204833452419932,0.8517095604181897,1.810255901209734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Jmrg_til,c3p_22_from_22_220_median,6760.143463858696,34.49052787683008,-3400.309359667111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.780891084390842,0.3539231422080357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Jmrg_til,c3p_22_from_22_220_median,5159.022399597135,26.45652512613915,-2607.9609917075304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70750498535516,0.0745717145857128,-2.5045979924016013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Jmrg_til,c3p_22_from_22_220_median,5138.137728786694,26.48524602467368,-2605.0858633599114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.516088301543584,0.6265832319587418,-2.36720007420283,-0.7272349187759306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til,c3p_22_from_22_220_median,6559.483762567704,33.63837826957797,-3308.510139469689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5285273589916577,0.3676625865964297,0.411344345247729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til,c3p_22_from_22_220_median,5121.705620033128,26.67555010433921,-2617.006738185827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.858836116617937,0.0375527935465312,0.1141266125713937,-0.1680893015697867,-0.1717889041895302,-2.621701357698269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
