fit_type,fit_order,template_model,catalogs,fitting_quantities,quantity_to_fit,chi_sq,reduced_chi_sq,log_evidence,c2A_22_from_22_220_median_p0,c2A_22_from_22_220_median_p1,c2A_22_from_22_220_median_p2,c2A_22_from_22_220_median_p3,c2A_22_from_22_220_median_p4,c2A_22_from_22_220_median_p5,c2A_22_from_22_220_median_p6,c2A_22_from_22_220_median_p7,c2A_22_from_22_220_median_p8,c2A_22_from_22_220_median_p9,c2A_22_from_22_220_median_p10,c2A_22_from_22_220_median_p11,c2A_22_from_22_220_median_p12,c2A_22_from_22_220_median_p13,c2A_22_from_22_220_median_p14,c2A_22_from_22_220_median_p15,c2A_22_from_22_220_median_p16,c2A_22_from_22_220_median_p17,c2A_22_from_22_220_median_p18,c2A_22_from_22_220_median_p19,c3A_22_from_22_220_median_p0,c3A_22_from_22_220_median_p1,c3A_22_from_22_220_median_p2,c3A_22_from_22_220_median_p3,c3A_22_from_22_220_median_p4,c3A_22_from_22_220_median_p5,c3A_22_from_22_220_median_p6,c3A_22_from_22_220_median_p7,c3A_22_from_22_220_median_p8,c3A_22_from_22_220_median_p9,c3A_22_from_22_220_median_p10,c3A_22_from_22_220_median_p11,c3A_22_from_22_220_median_p12,c3A_22_from_22_220_median_p13,c3A_22_from_22_220_median_p14,c3A_22_from_22_220_median_p15,c3A_22_from_22_220_median_p16,c3A_22_from_22_220_median_p17,c3A_22_from_22_220_median_p18,c3A_22_from_22_220_median_p19,c2p_22_from_22_220_median_p0,c2p_22_from_22_220_median_p1,c2p_22_from_22_220_median_p2,c2p_22_from_22_220_median_p3,c2p_22_from_22_220_median_p4,c2p_22_from_22_220_median_p5,c2p_22_from_22_220_median_p6,c2p_22_from_22_220_median_p7,c2p_22_from_22_220_median_p8,c2p_22_from_22_220_median_p9,c2p_22_from_22_220_median_p10,c2p_22_from_22_220_median_p11,c2p_22_from_22_220_median_p12,c2p_22_from_22_220_median_p13,c2p_22_from_22_220_median_p14,c2p_22_from_22_220_median_p15,c2p_22_from_22_220_median_p16,c2p_22_from_22_220_median_p17,c2p_22_from_22_220_median_p18,c2p_22_from_22_220_median_p19,c3p_22_from_22_220_median_p0,c3p_22_from_22_220_median_p1,c3p_22_from_22_220_median_p2,c3p_22_from_22_220_median_p3,c3p_22_from_22_220_median_p4,c3p_22_from_22_220_median_p5,c3p_22_from_22_220_median_p6,c3p_22_from_22_220_median_p7,c3p_22_from_22_220_median_p8,c3p_22_from_22_220_median_p9,c3p_22_from_22_220_median_p10,c3p_22_from_22_220_median_p11,c3p_22_from_22_220_median_p12,c3p_22_from_22_220_median_p13,c3p_22_from_22_220_median_p14,c3p_22_from_22_220_median_p15,c3p_22_from_22_220_median_p16,c3p_22_from_22_220_median_p17,c3p_22_from_22_220_median_p18,c3p_22_from_22_220_median_p19,c4p_22_from_22_220_median_p0,c4p_22_from_22_220_median_p1,c4p_22_from_22_220_median_p2,c4p_22_from_22_220_median_p3,c4p_22_from_22_220_median_p4,c4p_22_from_22_220_median_p5,c4p_22_from_22_220_median_p6,c4p_22_from_22_220_median_p7,c4p_22_from_22_220_median_p8,c4p_22_from_22_220_median_p9,c4p_22_from_22_220_median_p10,c4p_22_from_22_220_median_p11,c4p_22_from_22_220_median_p12,c4p_22_from_22_220_median_p13,c4p_22_from_22_220_median_p14,c4p_22_from_22_220_median_p15,c4p_22_from_22_220_median_p16,c4p_22_from_22_220_median_p17,c4p_22_from_22_220_median_p18,c4p_22_from_22_220_median_p19
non-spinning,3,polynomial,RIT,nu-Jmrg_til,c3p_22_from_22_220_median,4906.3489222363005,26.097600650193087,-2540.847724358593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.356164566483625,0.2352992007846425,1.1365799323096082,-0.5896494955847305,-0.2700124595202988,-1.7319303805417618,0.6854412384484785,-0.0630352932457833,-1.423913558056399,-1.3870651005666046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-b_massless_EOB,c3p_22_from_22_220_median,3464.2432170177203,17.856923799060414,-1770.575220992831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.874446746669614,-0.2396140113279868,-1.407871017464946,-0.1859254993788416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-b_massless_EOB,c3p_22_from_22_220_median,2435.2595033343187,12.95350799645914,-1305.86690319311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.101953196810255,0.6511848115590377,6.28625575818546,11.562286746661512,-0.2390382117731185,-0.660683099766358,-0.1304419985206769,2.077658918667812,-11.69718986423117,-1.7825663702911834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-b_massless_EOB,c3p_22_from_22_220_median,2007.1150575787944,11.275927289768507,-1156.723161741265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.90665873156525,-11.09538877606221,-18.763791141495847,-61.91188542659904,-0.6920657074257482,2.9190479863817944,10.307983443933823,-10.476857756596726,49.34867083224327,40.78921408566933,0.5366610352101466,1.6574644290706049,1.613063769344108,8.077634862978579,-6.50496637755393,2.827284919268555,3.790753240233641,11.721002764198657,-38.6563009823476,2.1509552285999423,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c3p_22_from_22_220_median,3401.521486648355,17.53361591055853,-1736.8929425172234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8772330500681944,-0.1356547981791641,-8.712977203662131,8.970649552114278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c3p_22_from_22_220_median,2406.628240701128,12.801214046282595,-1281.9783857225343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2260697443227948,0.0062146010710204,51.59344599171472,-51.06692790535003,-0.224145727388592,-6.305280608740462,6.6962621466110885,71.42421912348732,-216.1840658162297,146.95593621948194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c3p_22_from_22_220_median,2685.855353862691,13.23081455104774,-1175.7388241985263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.198678194292636,-3.387834693133752,-196.8518242164409,181.3240571432292,-0.317074628263632,75.17866440771083,-75.56244591033956,-136.67063386517222,756.7525815103936,-628.306939259721,1.0057852471117184,0.9448803419337494,-0.0167309788684093,136.55251771183364,-356.89974242586885,225.43052751279967,588.4620161055722,-1403.1957968521178,737.0234326872175,95.85560084932187,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-Jmrg_til,c3p_22_from_22_220_median,3462.868026632448,17.849835188827054,-1770.8844920562788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8569233822193745,-0.2384581734569218,-1.38274621126068,-0.1768152363288666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-Jmrg_til,c3p_22_from_22_220_median,2424.8692132976307,12.898240496263991,-1299.877591714684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.151597581776521,0.4777176367549507,3.496310345447376,11.231645245046328,-0.2315309230816492,-0.4579451586657891,-0.080864974500589,3.9841028671418366,-11.234995019792317,-1.725810466856036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-Jmrg_til,c3p_22_from_22_220_median,2005.67181021474,11.267819158509774,-1156.6268102746485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28469255238056,-9.595810363144173,-5.828985705242364,-52.5430837425203,-0.6668263395679495,0.2563505466053753,9.8777500387403,-14.98842779573134,28.155153353827483,39.61753819225531,0.5273527908336849,1.5494189304896129,1.5257441456755925,9.025213439279913,-6.520599328286201,2.558232255303908,0.9601819450428112,23.6121254984224,-37.994268434368855,1.74331185639686,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu,c4p_22_from_22_220_median,18908.62935752001,96.4725987628572,-9473.406487645916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.957988559777806,0.4826480658461066,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu,c4p_22_from_22_220_median,18870.001983742342,96.76924094226844,-9463.95100634646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.108036966310303,0.6014516795216336,-0.3150689616843254,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu,c4p_22_from_22_220_median,18865.51334976695,97.24491417405643,-9469.334996882702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14781203616628,0.4096920725255716,-0.3770217159321955,0.2256785079906008,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,ecc,c4p_22_from_22_220_median,16107.030995067267,82.17872956666974,-8073.57908284011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3282331447693725,-1.3274517539874084,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,ecc,c4p_22_from_22_220_median,14882.94711662204,76.32280572626686,-7470.579459944951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.903289781169337,-1.439344990543959,-1.5091036439536416,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,ecc,c4p_22_from_22_220_median,14574.665172183117,75.12714006279955,-7324.8989814543165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.998027577241219,-2.365769724040503,-1.6281393288784178,1.3207717812868536,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-ecc,c4p_22_from_22_220_median,16044.644285226685,82.28022710372659,-8051.416642867771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.163210635937776,0.2321875095081845,-1.292064429702842,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-ecc,c4p_22_from_22_220_median,14834.261387199444,77.26177805833044,-7473.726681818106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.816220147960936,0.2953805213212206,-1.276488293667795,-0.1757200853016827,-0.1835285271801583,-1.5082307961607646,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-ecc,c4p_22_from_22_220_median,14464.459309445923,76.93861334811662,-7320.68627002122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.954730557179836,0.454449041571562,-2.3864780538791504,-0.4480836444191616,-0.7125869467425685,-1.707724787941873,0.0672986281337616,0.8376897518943303,0.0379582179428624,1.278450433146305,,,,,,,,,,
non-spinning,1,polynomial,RIT,b_massless_EOB,c4p_22_from_22_220_median,17238.020935109715,87.949086403621,-8639.40583545893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6972544981605346,1.3163595977791136,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,b_massless_EOB,c4p_22_from_22_220_median,16920.935458669643,86.77402799317765,-8488.44547812175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.566582430758121,0.9148552604221808,-1.5317535975178975,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,b_massless_EOB,c4p_22_from_22_220_median,16685.826650449824,86.00941572396816,-8378.871962804411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7555261301755911,3.215544236317226,-1.1506010794321533,-2.908899188240142,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-b_massless_EOB,c4p_22_from_22_220_median,16963.986592501795,86.99480303847075,-8511.574419827155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3649516804041049,0.4796996998470434,1.3168960150315292,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-b_massless_EOB,c4p_22_from_22_220_median,16720.48558579555,87.0858624260185,-8415.839606614469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.246367028015245,0.3198798541939722,0.8251710359583719,-0.2328971911130062,0.3334184806893807,-1.0845664141114062,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-b_massless_EOB,c4p_22_from_22_220_median,16570.4675601646,88.14078489449255,-8372.30649339736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6661254442546474,0.3587598961863932,2.7152285388739754,-0.233446318395821,0.3116801917489175,-0.8000128450841267,-0.1099618179328967,0.0674887007429443,-0.1038528039654231,-2.466965751469652,,,,,,,,,,
non-spinning,1,polynomial,RIT,Heff_til,c4p_22_from_22_220_median,13789.6817134796,70.3555189463245,-6914.995331430818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1692233759284543,-1.561106537753688,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Heff_til,c4p_22_from_22_220_median,13630.016614303217,69.89752109899085,-6843.843103578841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.807137592196212,-1.6115506094987782,0.7421779176804149,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Heff_til,c4p_22_from_22_220_median,13531.644152762216,69.75074305547534,-6802.696425063656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.730175329197149,-1.022478939271265,0.9836801296225482,-0.9673654500476636,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til,c4p_22_from_22_220_median,13736.28839129057,70.44250457072087,-6897.267706713919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3212478882466048,-0.2259559690347035,-1.6160271676233429,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til,c4p_22_from_22_220_median,13524.597262510984,70.4406107422447,-6818.529337724538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.100192854428756,-0.1412242032877083,-1.7161056460189996,-0.3152155098628086,0.0601932392496867,0.8215693718012481,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til,c4p_22_from_22_220_median,13338.140303942746,70.94755480820609,-6756.865411573612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1346133175728808,-0.2923136090282299,-1.2851871921538915,-0.6390009250832578,-0.3053469405815465,1.0005150571572572,0.3296707016038844,0.7781765437803211,0.2000678954338538,-1.199183027596126,,,,,,,,,,
non-spinning,1,polynomial,RIT,Jmrg_til,c4p_22_from_22_220_median,18195.12331082253,92.83226178991087,-9116.665668069949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9407775280277235,0.9917333276983612,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Jmrg_til,c4p_22_from_22_220_median,15139.149341955925,77.63666329208165,-7597.827680355358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.700912688865101,-0.2064145324879922,-3.862051177061194,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Jmrg_til,c4p_22_from_22_220_median,14985.904635370338,77.24693111015638,-7528.29304367999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0517146324599302,1.7124681533956156,-3.5766616398064124,-2.4153149552478803,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til,c4p_22_from_22_220_median,17845.907173612446,91.51747268519205,-8952.228421605523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5466924021026578,0.5433503797065328,1.0273314998029122,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til,c4p_22_from_22_220_median,15053.224612590995,78.40221152391145,-7582.165212456155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.976412306953773,-0.0223775034780305,-0.1322915680272954,-0.1244835036586844,-0.3460493739310629,-4.1846837769932455,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til,c4p_22_from_22_220_median,14641.970538033454,77.88282201081624,-7407.232600559589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6213765538941924,0.9386099401644704,2.8154087331007966,-0.3919215651611661,-0.7139658945382228,-2.823657817603699,0.1069729891636307,-0.1411274076754805,-1.9372840534927416,-3.5720634211754887,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-b_massless_EOB,c4p_22_from_22_220_median,13724.679968788909,70.74577303499437,-6900.505553627408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.255985957453259,-0.204379560844848,-1.5634536050279455,0.1203071013788628,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-b_massless_EOB,c4p_22_from_22_220_median,12027.147657446489,63.97418966726855,-6100.952547700175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.49781292863993,0.151006439124698,4.818366747538719,10.942362244316769,-0.1237603729492932,0.291461018605715,0.1478011562205003,4.545628102905926,-9.934695221332248,-2.6462211195959067,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-b_massless_EOB,c4p_22_from_22_220_median,11347.48584639046,63.74992048533967,-5827.75236710325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.000889872549058,5.189540822390809,16.64944795833306,35.32059758630323,-2.3625149484622305,-11.688827707006666,-10.295212701486008,-1.5359434090078994,-36.05745369599523,-13.481633964904857,0.4400103943598143,3.4049667603427936,1.6133011092100733,6.611477014208729,12.925378548743485,2.500834897588887,3.66966236436681,3.916686258689045,10.416179944787023,-3.374076440936777
non-spinning,1,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c4p_22_from_22_220_median,13724.697384626466,70.74586280735292,-6899.140417481497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.161642156407983,-0.0992159940208292,-9.553936378170668,10.187325282456973,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c4p_22_from_22_220_median,11953.931821261136,63.58474373011243,-6052.9468458737865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1742930425017966,0.1326638780630827,62.60618192639501,-62.12426084228608,-0.1935435213064216,-2.745840274142085,3.1054220648625703,172.48924592470877,-412.9270616336615,241.6090827317085,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c4p_22_from_22_220_median,12526.876129703927,61.70874940740851,-5837.312042723037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61981282164159,0.9341899920039186,14.473678146840278,-12.614370838760545,-0.2984457122036645,-11.11262938147594,10.298392482616135,-2.939073698017263,-1.115266137625607,2.568666069036182,0.0709486702139597,7.13601306172163,-7.503445962159231,-3.1373523082802333,0.1422324937974634,0.9967187795081778,-5.1483629800685335,-3.1151606261789584,-26.393150982804457,32.62350012432712
non-spinning,1,polynomial,RIT,nu-Heff_til-Jmrg_til,c4p_22_from_22_220_median,13724.746626564514,70.74611663177585,-6900.232934724934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2678052042401378,-0.2040410978382717,-1.5818595141228653,0.1187223028758557,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-Jmrg_til,c4p_22_from_22_220_median,12044.374688034048,64.06582280869175,-6110.494705319802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.507984771782149,0.0273054080961857,2.2426071938255725,10.230977808658396,-0.1232116311415818,0.4300208928519459,0.1784734422659597,6.089509180208735,-9.051933930721557,-2.446002213693328,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-Jmrg_til,c4p_22_from_22_220_median,11362.578694429249,63.83471176645645,-5832.003842807474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.642623960916058,3.291210265204021,7.990161910027044,32.10971532960662,-2.0034824371008604,-7.986205721346891,-8.40587859190675,3.919201200136847,-29.144759115427533,-14.477293067441623,0.4268412881970929,2.9530218999177027,1.4840087912464708,4.752119690324234,10.696541389418776,2.2509175252948785,3.3267025129041032,0.1357875614894662,12.16188506601635,-2.864990873313256
